flow_id,capture_file,label,platform,environment,app_name,src_ip,dst_ip,duration,total_packets,total_bytes,uplink_packets,downlink_packets,uplink_bytes,downlink_bytes,mean_packet_len,std_packet_len,min_packet_len,max_packet_len,mean_iat,std_iat,min_iat,max_iat,uplink_downlink_packet_ratio,uplink_downlink_byte_ratio,first_packet_direction,packet_count_diff,byte_count_diff,burst_count,mean_burst_size,max_burst_size,mean_burst_duration,dst_port,tls_presence,quic_presence,dns_related,tcp_flag_syn,tcp_flag_ack,tcp_flag_fin,tcp_flag_rst,domain_present,transport_protocol,platform,environment,is_background_guess
a970cf1da150b6e6,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,111.31.205.53,60.024011,6,535,3,3,211,324,89.16666666666667,18.9333626760336,68,110,12.004802179336547,14.671212970863868,0.022882938385009766,29.976046085357666,1.0,0.6512345679012346,1,0,-113,6,89.16666666666667,110,0.0,3478,0,0,0,0,0,0,0,0,UDP,mobile,direct,false
6ae1b53625d12800,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,111.31.205.53,60.029826,6,534,3,3,214,320,89.0,17.8232058470598,69,109,12.005965185165405,14.671265663147256,0.02501201629638672,29.97495198249817,1.0,0.66875,1,0,-106,6,89.0,109,0.0,3478,0,0,0,0,0,0,0,0,UDP,mobile,direct,false
e66392a610094750,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,36.152.46.15,172.20.10.3,0.0,1,54,1,0,54,0,54.0,0.0,54,54,0.0,0.0,0,0,1.0,54.0,1,1,54,1,54.0,54,0.0,58138,0,0,0,0,0,0,1,0,TCP,mobile,direct,false
c83eb0b319886f31,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,202.89.233.100,0.027597,3,162,1,2,54,108,54.0,0.0,54,54,0.01379859447479248,0.013796448707580566,2.1457672119140625e-06,0.027595043182373047,0.5,0.5,1,-1,-54,2,81.0,108,1.0728836059570312e-06,443,1,0,0,0,1,0,0,0,TCP,mobile,direct,false
43c8478d6b2befc3,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2001::4b7e:96d2,15.001315,5,430,5,0,430,0,86.0,0.0,86,86,3.7503287196159363,2.6808603488861036,0.9998908042907715,7.9999589920043945,5.0,430.0,1,5,430,4,107.5,172,0.24997270107269287,443,1,0,0,5,0,0,0,0,TCP,mobile,direct,false
1f1a20985190a41e,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,108.160.166.148,15.007415,5,330,5,0,330,0,66.0,0.0,66,66,3.7518537640571594,2.6823152074043515,1.0006110668182373,8.003714084625244,5.0,330.0,1,5,330,5,66.0,66,0.0,443,1,0,0,5,0,0,0,0,TCP,mobile,direct,false
2b212b8cb10bd176,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,111.62.49.133,60.041721,10,640,5,5,330,310,64.0,2.0,62,66,6.6713023450639515,7.415967676352862,0.029928922653198242,14.97101616859436,1.0,1.064516129032258,1,0,20,10,64.0,66,0.0,443,1,1,0,0,0,0,0,0,UDP,mobile,direct,false
17e73aefd7d8c727,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:f0a2:c0b7:c623:ca1a,2001::4b7e:96d2,15.001755,5,430,5,0,430,0,86.0,0.0,86,86,3.7504387497901917,2.681022503591131,1.000427007675171,8.00067687034607,5.0,430.0,1,5,430,5,86.0,86,0.0,443,1,0,0,5,0,0,0,0,TCP,mobile,direct,false
e1a6cd3d0ed9d4ef,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,108.160.166.148,15.002955,5,330,5,0,330,0,66.0,0.0,66,66,3.750738739967346,2.6810577999889667,1.0012438297271729,8.00105905532837,5.0,330.0,1,5,330,5,66.0,66,0.0,443,1,0,0,5,0,0,0,0,TCP,mobile,direct,false
ac2cb76a62b18788,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.248.49,0.241569,19,7520,9,10,1300,6220,395.7894736842105,531.980369537643,54,1434,0.013420502344767252,0.022357211821461498,0.0,0.07084512710571289,0.9,0.2090032154340836,1,-1,-4920,12,626.6666666666666,4603,0.0004890759785970052,443,1,0,0,1,7,0,0,0,TCP,mobile,direct,false
4eb2d4ee5eae1f0c,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.248.49,0.189735,20,7269,9,11,1423,5846,363.45,494.2106307031446,54,1434,0.009986061798898797,0.015912324991985558,9.5367431640625e-07,0.04861116409301758,0.8181818181818182,0.2434143003763257,1,-2,-4423,11,660.8181818181819,4603,0.0008504607460715554,443,1,0,0,1,8,0,0,0,TCP,mobile,direct,false
383763d15812a76d,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.248.49,0.157529,20,7285,9,11,1440,5845,364.25,494.7199081298427,54,1434,0.008290993539910568,0.013486884851492166,0.0,0.04102897644042969,0.8181818181818182,0.24636441402908468,1,-2,-4405,11,662.2727272727273,4603,0.00048596208745783025,443,1,0,0,1,8,0,0,0,TCP,mobile,direct,false
d77d74c0a7e52b57,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,101.35.204.35,0.16356,11,3228,5,6,787,2441,293.45454545454544,431.3672478055547,54,1434,0.01635599136352539,0.022988887328629897,0.0,0.06126904487609863,0.8333333333333334,0.3224088488324457,1,-1,-1654,6,538.0,2321,0.0018415053685506184,80,0,0,0,1,5,0,0,1,TCP,mobile,direct,false
35b1ce953d1e7490,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,101.35.204.35,0.163472,12,3090,6,6,825,2265,257.5,402.1565822744502,54,1434,0.014861085198142311,0.023404647260021304,0.0,0.0561068058013916,1.0,0.36423841059602646,1,0,-1440,8,386.25,1488,0.0004297792911529541,80,0,0,0,1,6,0,0,1,TCP,mobile,direct,false
14e3695216372f33,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,101.35.204.35,0.149474,11,1143,6,5,565,578,103.9090909090909,97.50753308470307,54,350,0.01494741439819336,0.022243616342382127,0.0,0.05394792556762695,1.2,0.9775086505190311,1,1,-13,6,190.5,458,0.00047334035237630207,80,0,0,0,1,4,0,1,1,TCP,mobile,direct,false
1c619b3116c9762f,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,101.35.204.35,0.146367,10,1061,5,5,483,578,106.1,99.12865377881413,54,350,0.01626300811767578,0.022189311884431778,0.0,0.05179905891418457,1.0,0.8356401384083045,1,0,-95,6,176.83333333333334,458,0.0005836884180704752,80,0,0,0,1,4,0,0,1,TCP,mobile,direct,false
694605c31e056e50,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,111.132.33.107,7.552989,26,8001,11,15,1429,6572,307.7307692307692,486.13092235388507,54,1434,0.3021195602416992,1.4363021280136978,0.0,7.337939023971558,0.7333333333333333,0.21743761412051127,1,-4,-5143,14,571.5,4356,0.0070389679500034875,443,1,0,0,1,12,0,1,0,TCP,mobile,direct,false
19990efc09ad06b8,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.248.49,0.181711,18,7149,9,9,1422,5727,397.1666666666667,509.93553514145293,54,1434,0.01068887991063735,0.015285533615991338,0.0,0.044957876205444336,1.0,0.24829753797799894,1,0,-4305,11,649.9090909090909,4603,0.0012231740084561434,443,1,0,0,1,6,0,0,0,TCP,mobile,direct,false
298b008939c2d795,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8710:a810:3c::37,0.0,1,94,1,0,94,0,94.0,0.0,94,94,0.0,0.0,0,0,1.0,94.0,1,1,94,1,94.0,94,0.0,443,1,0,0,1,0,0,0,0,TCP,mobile,direct,false
884406524afad670,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,111.13.110.159,7.835953,26,8818,10,16,1545,7273,339.15384615384613,494.4049797723205,54,1434,0.31343811988830567,1.504606305973728,0.0,7.684252977371216,0.625,0.21242953389247904,1,-6,-5728,12,734.8333333333334,4605,0.004204392433166504,443,1,0,0,1,11,0,1,0,TCP,mobile,direct,false
4af04cd2deeaf8e7,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.244.115,0.189555,73,61371,22,51,1968,59403,840.6986301369863,667.9265131617585,54,1434,0.002632707357406616,0.008416054755660528,0.0,0.03892016410827637,0.43137254901960786,0.0331296399171759,1,-29,-57435,29,2116.2413793103447,8658,0.00028161344857051456,443,1,0,0,1,52,0,0,0,TCP,mobile,direct,false
b1db8b743f215fd9,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.244.115,0.157663,45,38892,10,35,1243,37649,864.2666666666667,659.1441386795118,54,1434,0.0035832470113580876,0.009749267259104114,0.0,0.03653717041015625,0.2857142857142857,0.03301548513904752,1,-25,-36406,11,3535.6363636363635,31697,0.00043819167397238993,443,1,0,0,1,29,0,0,0,TCP,mobile,direct,false
c25e87713967dca9,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.244.115,0.171852,33,18077,13,20,1422,16655,547.7878787878788,623.0136803583708,54,1434,0.005370371043682098,0.011687219076719187,0.0,0.03856611251831055,0.65,0.08537976583608525,1,-7,-15233,16,1129.8125,5790,0.00024074316024780273,443,1,0,0,1,20,0,0,0,TCP,mobile,direct,false
f839127b8f9694f8,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,111.13.104.62,8.078085,25,7754,10,15,1879,5875,310.16,475.0114676510452,54,1434,0.336586872736613,1.5793885013170206,0.0,7.910846948623657,0.6666666666666666,0.31982978723404254,1,-5,-3996,12,646.1666666666666,4605,0.0037300785382588706,443,1,0,0,1,11,0,1,0,TCP,mobile,direct,false
ff56cc4d401070db,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,111.132.32.107,28.525008,426,513646,55,371,4743,508903,1205.7417840375588,493.7295252692903,54,1434,0.06711766579571893,1.1097225107789301,0.0,22.70040798187256,0.14824797843665768,0.009320047238864773,1,-316,-504160,83,6188.506024096386,53058,0.030805188489247518,443,1,0,0,1,389,0,0,0,TCP,mobile,direct,false
150852764c937599,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.244.115,0.389527,34,18143,13,21,1434,16709,533.6176470588235,619.1576827910395,54,1434,0.011803850983128403,0.04148632399645726,0.0,0.23901987075805664,0.6190476190476191,0.0858220120892932,1,-8,-15275,11,1649.3636363636363,10715,0.022213437340476296,443,1,0,0,1,20,0,0,0,TCP,mobile,direct,false
4c34bb21fa087c94,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,183.201.244.115,0.185136,48,39054,13,35,1405,37649,813.625,667.6715018442827,54,1434,0.003939065527408681,0.009904630192144107,0.0,0.04477405548095703,0.37142857142857144,0.037318388270604796,1,-22,-36244,17,2297.294117647059,17303,0.00144654161789838,443,1,0,0,1,32,0,0,0,TCP,mobile,direct,false
492812a403c4fa30,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.2,111.33.110.146,23.798035,8,2600,4,4,1632,968,325.0,321.0591845750562,54,1010,3.399719272341047,8.230146193546325,0.02116107940673828,23.55933904647827,1.0,1.6859504132231404,1,0,664,6,433.3333333333333,1010,0.007365703582763672,80,0,0,0,0,4,0,0,0,TCP,mobile,direct,false
25be5202770cf662,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,13.89.179.8,172.20.10.2,0.0,1,54,1,0,54,0,54.0,0.0,54,54,0.0,0.0,0,0,1.0,54.0,1,1,54,1,54.0,54,0.0,54663,0,0,0,0,0,0,0,0,TCP,mobile,direct,false
2fa42df330c1a3a1,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,240c:409f::3:0:359,7.024022,4,376,4,0,376,0,94.0,0.0,94,94,2.341340700785319,1.2528752784784027,1.0034852027893066,4.016325950622559,4.0,376.0,1,4,376,4,94.0,94,0.0,80,0,0,0,4,0,0,0,0,TCP,mobile,direct,false
fb6e187191651aaa,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,240c:409f::3:0:359,7.021169,4,376,4,0,376,0,94.0,0.0,94,94,2.3403897285461426,1.251237152670134,1.0031521320343018,4.012621164321899,4.0,376.0,1,4,376,4,94.0,94,0.0,80,0,0,0,4,0,0,0,0,TCP,mobile,direct,false
9c4d4bf5f0565ab8,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,114.110.97.97,3.433665,12,1197,6,6,565,632,99.75,94.36995019602374,54,350,0.3121513670141047,0.8538741008617795,0.0,3.002218008041382,1.0,0.8939873417721519,1,0,-67,7,171.0,458,0.03746325629098075,80,0,0,0,1,4,0,2,1,TCP,mobile,direct,false
4c918b2ee977646c,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,114.110.97.97,3.428684,14,3414,7,7,919,2495,243.85714285714286,393.9929036965835,54,1434,0.26374492278465855,0.7924853448677928,0.0,2.9983270168304443,1.0,0.3683366733466934,1,0,-1576,7,487.7142857142857,2321,0.03794176237923758,80,0,0,0,1,6,0,2,1,TCP,mobile,direct,false
1be63fa771850ebf,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,172.20.10.3,114.110.97.97,3.43356,13,3156,6,7,837,2319,242.76923076923077,389.73465408110167,54,1434,0.28613001108169556,0.8220936442624414,0.0,3.0022170543670654,0.8571428571428571,0.36093143596377747,1,-1,-1482,7,450.85714285714283,2145,0.0376387323651995,80,0,0,0,1,5,0,2,1,TCP,mobile,direct,false
db802088a69c669c,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8087:4:16:b::80,31.065029,6,564,6,0,564,0,94.0,0.0,94,94,6.213005781173706,5.464251068466154,1.0012738704681396,16.023760080337524,6.0,564.0,1,6,564,6,94.0,94,0.0,80,0,0,0,6,0,0,0,0,TCP,mobile,direct,false
63a4844b96acf37d,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.015636,4,376,4,0,376,0,94.0,0.0,94,94,2.338545322418213,1.248693642774313,1.0019378662109375,4.006330966949463,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
1ea1488dadac4c55,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.020559,4,376,4,0,376,0,94.0,0.0,94,94,2.340186357498169,1.251691301073116,1.0025041103363037,4.013045072555542,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
163bfe7f0bdea67a,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.020622,4,376,4,0,376,0,94.0,0.0,94,94,2.34020733833313,1.2517747699945843,1.002424955368042,4.013172149658203,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
6dca9f5ffab398fb,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.017656,4,376,4,0,376,0,94.0,0.0,94,94,2.3392186959584556,1.248083473386695,1.006113052368164,4.007615089416504,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
b369579876f64f05,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.017367,4,376,4,0,376,0,94.0,0.0,94,94,2.3391222953796387,1.2490775692085658,1.0023548603057861,4.007546901702881,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
9d379cd30e8975a7,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.016989,4,376,4,0,376,0,94.0,0.0,94,94,2.338996330897013,1.2483037386688605,1.0054681301116943,4.007593870162964,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
8e7e4f92523f9953,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.016986,4,376,4,0,376,0,94.0,0.0,94,94,2.338995377222697,1.2483159073844234,1.0054521560668945,4.00760817527771,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
dbb10a2cfb6e5119,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.016139,4,376,4,0,376,0,94.0,0.0,94,94,2.338713010152181,1.2486284752981214,1.004591941833496,4.007622003555298,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
c182e91364573805,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,3.008425,3,282,3,0,282,0,94.0,0.0,94,94,1.504212498664856,0.5031355619430542,1.0010769367218018,2.00734806060791,3.0,282.0,1,3,282,3,94.0,94,0.0,443,1,0,0,3,0,0,0,0,TCP,mobile,direct,false
47aefe34c714a351,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.018483,4,376,4,0,376,0,94.0,0.0,94,94,2.339494307835897,1.2531943277117832,1.0000760555267334,4.014297008514404,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
449b41f4cc2e3947,pinduoduo.pcapng,shopping,mobile,direct,pinduoduo,2409:8900:9981:83f2:d8b5:cdb9:d640:2206,2409:8c1e:75b0:4e::37,7.021776,4,376,4,0,376,0,94.0,0.0,94,94,2.3405919869740806,1.2516593250832762,1.0042428970336914,4.014055013656616,4.0,376.0,1,4,376,4,94.0,94,0.0,443,1,0,0,4,0,0,0,0,TCP,mobile,direct,false
